no,berita,tagging
1484,"""Belum selesai iPhone 5 dilempar ke pasar, Apple sudah mempunyai ide untuk generasi ke-6 smartphone mereka. Kabarnya, Apple akan memperkenalkan produk baru dengan layar sentuh melengkung tahun depan. Perusahaan asal California ini telah menghubungi pemasok layar iPad dan iPhone, Lens Technology, G-Tech dan Fuji Crystal, dan akan memasok mereka dengan peralatan untuk memoles lekukan kaca.Penggunaan layar sentuh dengan kaca melengkung, menurut sejumlah pemakai terasa lebih nyaman selama panggilan telepon. Lekukan tersebut juga melindungi layar dari goresan ketika smartphone atau tablet ditaruh dalam posisi telungkup. Corning, yang menyediakan layar anti gores untuk sejumlah smartphone, telah mengembangkan sebuah versi melengkung layar Gorilla Glass populer mereka. tetapi tidak jelas jika layar ini akan digunakan pada produk Apple di masa mendatang.Ini bukan pertama kalinya desain tersebut digunakan pada perangkat smartphone. Google dan Samsung juga membekali smartphone Nexus S dengan layar cekung. Dell juga pernah bermain-main dengan tampilan melengkung pada smartphone Venue Pro yang berplatform Windows phone. Meski popularitas layar cekung nampak menanjak, beberapa pengamat melihat desain tersebut sebagai tren sesaat saja.""",Hoax
1485,"""Kabar yang satu ini mungkin sangat berguna bagi para konsumen Tanah Air yang berniat membeli iPhone 6 Plus saat dirilis di pasar Indonesia nanti.Setelah beberapa hari dirilis di sejumlah negara, smartphone anyar Apple berlayar jumbo 5,5 inci itu mulai menuai protes dari pengguna. Menurut laporan sebagian pengguna iPhone 6 Plus, iPhone berlayar terbesar itu ternyata mudah melengkung bila terlalu lama disimpan di dalam saku celana. Kejadian ini pertama kali dilaporkan oleh seorang pemilik iPhone 6 bernama Hanzon di situs forumMacRumors. Ia mengaku menyimpan iPhone 6 Plus di dalam saku celana selama kurang lebih 4 jam, dan melakukan aktifitas sehari-hari seperti biasa. Saat dikeluarkan, Hanzon terkejut ketika ia melihat bagian tengah iPhone 6 Plus miliknya itu sedikit 'membungkuk', alias melengkung.Tak hanya Hanzon, laman MacRumors melansir, seorang pengguna lain bernama Devin Pitcher juga mengungkapkan keluhan serupa di forum. Devin mengaku menyimpan iPhone 6 Plus anyar miliknya di saku celana bagian depan. Saat dikeluarkan, bagian tengah iPhone 6 Plus pun melengkuk seperti tank sanggup menahan tekanan.Penggunaan layar besar 5,5 inci memang dikhawatirkan akan mengganggu kenyamanan pengguna. Apple pun sudah melakukan antisipasi dengan memindahkan tombol Power yang biasanya diletakan di bagian atas ke bagian samping kanan agar memudahkan penggunaan dengan satu tangan. Namun masalah dimensi yang besar membatasi kenyaman pengguna saat menyimpannya di saku celana tampaknya tidak terpikirkan oleh Apple. Selain itu, Apple juga dinilai melakukan kesalahan dengan memilih material campuran metal-aluminium yang tidak terlalu solid sebagai bahan dasar rangka iPhone 6 Plus. Mungkin Rangka Iphone tersebut belum lulus Uji  UTM (Universal Testing Machine). Uji UTM berfungsi menguji rangka Iphone 6 plus dengan cara ditekan dan di tarik hingga batas maksimal. Jika kekuatan yang di butuhkan untuk membengkokkan Iphone tersebut kecil, Berarti mudah bengkokApa itu UTM ? Universal Testing Machine merupakan sebuah mesin pengujian untuk  menguji tegangan tarik dan kekuatan tekan bahan atau material. Universal  Testing Machine, biasanya juga dikenal sebagai Universal Tester, Materials Testing Machine atau Materials Test  Frame. Mesin pengujian ini telah terbukti bahwa ia dapat melakukan tarik banyak standar dan tes kompresi pada bahan, komponen, dan struktur""",Hoax
1486,"""California - Beberapa hari belakangan ini sejumlah keluhan pengguna iPhone 6 Plus meramaikan dunia maya. Smartphone anyar Apple berlayar 5,5 inci itu dilaporkan mudah melengkung bila terlalu lama disimpan di dalam saku celana. Sontak kabar ini menjadikan Apple bulan-bulanan di berbagai media sosial. Tak hanya para pengguna, beberapa kompetitor Apple pun tak menyia-nyiakan momen ini untuk 'menghajar' perusahaan berlogo buah apel tergigit itu. Dan kini Apple akhirnya angkat bicara. Menurut laporan yang dilansir laman Wall Street Journal, perwakilan Apple telah menjelaskan bahwa masalah iPhone 6 Plus yang mudah melengkung ini terlalu dibesar-besarkan. Apple mengklaim bahwa pihak perusahaan sejauh ini baru menerima 9 keluhan pengguna dari 10 juta unit iPhone 6 dan iPhone 6 Plus yang telah terjual. Ini artinya, cacat pada iPhone 6 Plus tersebut tidak terjadi di semua unit, melainkan hanya sebagian kecil. """"Dengan penggunaan normal, iPhone 6 Plus yang melengkung akan sangat langka terjadi,"""" ungkap perwakilan Apple seperti yang dikutip dari laman Business Insider, Jumat (26/9/2014). Selain itu, Jon Fort, editor situs berita CNBC juga menyebutkan bahwa perwakilan Apple telah mengkonfirmasi bahwa hanya ada sebagian kecil konsumen yang mengalami masalah iPhone 6 Plus melengkung. Dijelaskan pula bahwa sebenarnya rangka body iPhone 6 Plus sudah cukup kuat dan memenuhi standarisasi Apple. iPhone baru sudah disisipi baja/titanium untuk memperkuat sejumlah lokasi tekanan dan menggunakan jenis kaca terkuat dalam industri ini, kata perwakilan Apple. Laman Business Insider mencatat, ini adalah respon tercepat Apple dalam menanggapi isu miring yang beredar liar di internet. Sebelumnya Apple selalu 'cuek' terhadap berbagai isu miring yang menimpa produk-produk mereka. Jakarta – Apple menerima berita tak sedap mengenai produk terbarunya iPhone 6 Plus. Perangkat phablet buatan Apple ini dikeluhkan oleh sebagian penggunanya memiliki body yang ringkih mudah melengkung saat di masukkan ke saku depan celana. Laporan ini berasal dari pengguna di Forum Macrumors bernama Hanzon, yang menceritakan dia memasukan iPhone 6 Plus ke dalam saku celana bagian depan dalam waktu yang cukup lama, yakni sekitar 4 jam. Hanzon mengaku dia tidak mengeluarkan iPhone 6 Plus miliknya selama menjalankan aktifitasnya selama 4 jam tersebut. Dan ketika dia kemudian mengeluarkan smartphone barunya tersebut, Hanzon kaget karena mendapati iPhone 6 Plus kesayangannya melengkung. Melihat semakin ramainya laporan-laporan tersebut, seorang pengguna menguji kelenturan iPhone 6 Plus serta menguploadnya di YouTube. Sebagai pembanding, dia juga menguji kelenturan dari smartphone lain, yaitu Samsung Galaxy Note 3. Dalam tayangan video tersebut, terlihat bagaimana iPhone 6 Plus ternyata memang sangat mudah melengkung. Pengguna yang yang memposting video tersebut juga mengatakan bahwa sebelum tes iPhone 6 Plus miliknya, sudah terlihat sedikit melengkung. Titik lemah tampaknya berada di sisi kiri, tepat di bawah tombol volume. Masalah body melengkung ini sepertinya hanya terjadi pada iPhone 6 Plus saja. Sementara untuk iPhone 6 yang memiliki ukuran 4,7 inci tidak ada laporan soal masalah body melengkung ini""",Hoax
1487,"""BeritaTeknologi.com Smartphone dengan layar melengkung seperti Galaxy Round dan G Flex belum memperoleh hasil yang signifikan di pasaran. Terlebih dengan harganya yang sangat mahal. Namun hal tersebut dilaporkan tak menghentikan perusahaan smartphone lain untuk memproduksi handphone dengan layar melengkung.iPhone terbaru milik Apple di tahun 2014 pun dikabarkan tak mau ketinggalan dengan menggunakan layar melengkung. Dalam sebuah laporan yang ditulis Bloomberg, iPhone 6 milik Apple bakal hadir dengan upgrade besar-besaran dibandingkan iPhone 5S. Sumber dari Bloomberg mengatakan bahwa iPhone 6 itu tak hanya bakal hadir dengan desain layar melengkung. Apple pun dikatakan bakal menggunakan sensor tambahan yang mampu mendeteksi tingkat tekanan yang berbeda. Selain itu, Apple juga dikatakan menyiapkan dua model iPhone 6, salah satunya bakal hadir dengan layar 5.5 inci sedangkan yang lainnya mempunyai layar 4.7 inci. Kedua model iPhone 6 itu akan hadir dengan desain layar melengkung.""",Hoax
1493,"""Sungguh para oknum Konsultan Jenderal Republik Indonesia (KJRI) di Davao, Philipina ini keblinger. Mereka tega membakar dadak merak Reog Ponorogo beserta gamelan pengiringnya karena dianggap barang mengandung berhala. Tindakan KJRI itu jelas-jelas telah menghancurkan warisan budaya luhur nenek moyang kita dan tidak tahu tentang sejarah Reog Ponorogo yang sudah mendunia dan menjadi aset budaya Bangsa Indonesia di UNESCO.Sebagaimana dilansir dari situs berita Bitungnews.com Kamis (29/10/2015), sejumlah oknum KJRI terlihat membakar barong Reog Ponorogo beserta gamelan penggiringnya. Dari Informasi yang dihimpun bitungnews.com, pembakaran dilakukan pada hari Selasa, 20 Oktober 2015. Padahal benda budaya itu adalah kebanggaan masyarakat Ponorogo.Alasan pembakaran Barong Reog Ponorogo, dan hiasan naga pada gamelan, karena ada setan dan merupakan berhala. Sayangnya Acting KJRI Loegeng Priyohanisetyo, tak menghalangi aksi pembakaran tersebut.Bahkan, kabarnya, Acting KJRI Davao justru memanggil satpam yang bernama Santander untuk menyirami gas di atas reog dan 2 ular naga gamelan, satpam begitu heran dan terkejut katanya dalam bahasa Tagalog Bisaya:”Hadluk kaayu ko, sayang kaayu ang dragon gwapo kaayu unya sunugon, kasayang sa reog pero gisugo man ko (saya ketakutan sekali sayang sekali ularnaga itu bagus sekali terus mau dibakar, reognya sayang sekali tapi bagaimana lagi saya disuruh),” kata Santander.”Saat pembakaran Barong Reog dan hiasan naga gamelan, yang merupakan inventaris museum budaya KJRI, tidak satupun staf KJRI lain yang tahu, ” kata sebuah sumber seperti dikutip bitungnews.com.“Setelah kejadian ini, para pelaku dihujat oleh sebagian besar WNI yang berada di Davao, namun para pelaku merasa tetap tidak bersalah karena menurut mereka apa yang mereka kerjakan adalah benar dimata Tuhan, ” tambah sumber tersebut.Warga Negara Indonesia yang berada di Davao, menyatakan Acting KJRI Davao dinyatakan persona non grata, dan meminta pemerintah RI untuk menarik oknum-oknum yang terlibat aksi pembakaran budaya warisan bangsa.Penggiat budaya dan benda bersejarah Yul Adriansyah mengecam pembakaran reog yang dilakukan sejumlah oknum KJRI. """"Duh Miris banget, properti Reog Ponorogo dibakar karena dianggap benda berhala,"""" ujar Yul dengan nada bertanya.Menurut Yul, aksi yang dilakukan oknum KJRI sudah kelewat batas dan tidak menghargai budaya Indonesia yang seharusnya dihormati dan dikampanyekan di negara orang. """"Bukan malah dibakar, sedih saya mendengarnya, dan ini memalukan kehormatan bangsa Indonesia yang memegang teguh budaya luhur bangsa kita,"""" ujar pria yang juga wartawan itu.Terkait pemberitaan pembakaran dadak Reog Ponorogo, Konsulat Jenderal Republik Indonesia di Davao City, Filipina, mengklarifikasi isu tersebut.Mereka mengakui memang membakar Reog Ponorogo tersebut namun alasannya bukan terkait upaya pengusiran berhala atau makhluk halus. Bantahan itu disampaikan melalui siaran pers di lamannya yang diupdate siang ini, Sabtu 31 Oktober 2015.KJRI Davao City mengakui telah melakukan pembakaran Reog Ponorogo itu pada 20 Oktober 2015. Reog ponorogo itu merupakan aset yang mereka miliki sejak tahun 1988.Lantas apa alasan sesungguhnya mereka memusnahkan benda budaya dengan cara dibakar tersebut?""""Pemusnahan dengan cara dibakar tersebut terpaksa dilakukan karena reog Ponorogo sudah dalam kondisi rusak dan dimakan rayap,"""" tulis KJRI Davao.KJRI menegaskan bahwa pembakaran tersebut sama sekali bukan merupakan upaya KJRI Davao City untuk merusak ataupun menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan aset tersebut telah dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya. KJRI Davao City juga ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau mahluk halus.Tim KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru.Sebelumnya, Menteri Luar Negeri RI, Retno LP Marsudi, mengatakan bahwa kabar sebuah Reog Ponorogo yang sengaja dibakar di kantor Konsulat Jenderal Republik Indonesia (KJRI) di Davao, Filipina, tidak sepenuhnya benar.""""Reog dan hiasan gamelan berupa kepala naga dibakar karena sudah rusak dan penuh dengan rayap,"""" uajr Retno melalui pesan singkat.Sebagai informasi, beberapa media sempat mempublikasikan berita yang menyebutkan bahwa pejabat di KJRI Davao membiarkan oknum membakar hasil budaya bangsa Indonesia tersebut karena dianggap menyembah berhala.""",Hoax
1499,"""Ribuan seniman Reog Ponorogo menggelar demonstrasi, Selasa (10/11/2015), sebagai bentuk protes atas pembakaran properti reog di Konsulat Jenderal Republik Indonesia (KJRI) Davao di Filipina.Berdasarkan informasi yang dihimpun Madiunpos.com, demo seniman atas insiden pembakaran reog itu bukan hanya dilakukan seniman asal Ponorogo. Tampak turun ke jalan juga seniman dari berbagai kota atau kabupaten di Indonesai.Ribuan seniman tersebut melakukan aksi unjuk rasa dengan berorasi, membentangkan spanduk bertuliskan sejumlah tuntutan, serta tidak ketinggalan mementaskan reog di sekitar Alun-Alun Ponorogo.Setelah melakukan serangkaian kegiatan dalam aksi protes pembakaran properti di KJRI Davao, perwakilan demonstran lantas diperkenankan mengikuti audensi di Lantai II Gedung DPRD Kabupaten Ponorogo, Jl. Alun-Alun Timur. Perwakilan peserta demonstrasi seniman itu diterima unsur pimpinan DPRD Ponorogo beserta Penjabat Bupati Ponorogo Maskur.""""Kami tidak terima dengan pembakaran reog yang dilakukan di KJRI Davao beberapa waktu yang lalu. Tuntutan kami, yakni mereka segera meminta maaf kepada warga Ponorogo sebagai pemilik kesenian reog ini,"""" kata seniman reog perwakilan Komunitas Pandemen Reyog (Kompag) Ponorogo, Grendo, seperti dikutip Madiunpos.com dari dinding fanpage Facebook Semua Tentang Ponorogo, Selasa.Pemeriksaan ReogSementara itu, Juru Bicara Kementerian Luar Negeri Arrmanatha Nasir mengatakan pihaknya tengah melakukan pemeriksaan internal terkait pembakaran reog di Konsulat Jenderal RI di Davao Filipina. """"Pada intinya, telah ada statement [pernyataan] resmi dari KJRI Davao tentang masalah reog tersebut dan Kemlu juga ada proses internal untuk memastikan karena barang tersebut merupakan aset instansi negara,"""" kata Arrmanatha Nasir di Jakarta, seperti dikabarkan Kantor Berita Antara, Minggu (8/11/2015).Pada 20 Oktober 2015 lalu, KJRI Davao mengeluarkan pernyataan resmi bahwa pemusnahan reog Ponorogo dengan cara dibakar tersebut dilakukan karena kondisinya telah rusak dan dimakan rayap. Namun, dalam foto-foto yang beredar secara viral dan bahkan telah disebarluaskan oleh media online lokal, Bitung News, memperlihatkan adanya ritual tertentu sebelum pembakaran.Dalam Kondisi BaikDalam salah satu foto juga tampak bahwa sebelum dibakar, reog Ponorogo tersebut disimpan dalam lemari kaca dan tampak dalam kondisi yang baik. Selain reog, dalam foto yang lainnya tampak oknum KJRI Davao melepaskan ornamen naga pada set gamelan dan kemudian membakarnya.Terkait hal tersebut, Arrmanatha menyampaikan Kemlu akan melakukan pemeriksaan sesuai proses-proses yang sesuai dengan pakem yang ada. """"Secara periodik memang ada pemeriksaan secara internal,"""" ujar dia.Reaksi di dalam negeri terkait pembakaran reog Ponorogo di KJRI Davao, salah satunya disampaikan Komunitas Reog Jabodetabek. Komunitas tersebut melayangkan surat resmi ke KJRI Davao, Filipina, untuk meminta klarifikasi informasi pembakaran alat kesenian reog oleh oknum pejabat KJRI.Sekjen Paguyuban Reog Jabodetabek, Agus Setiyoko mengatakan pihaknya mengharapkan KJRI Davao selain memberikan penjelasan rinci mengenai pembakaran reog tersebut, juga dapat menyiarkan klarifikasi tentang pembakaran benda-benda kesenian reog itu di sejumlah media nasional.""",Hoax
1500,"""Sejumlah anggota Komunitas Reyog Ponorogo (KRP) mendatangi kantor Kementerian Luar Negeri (Kemlu) untuk meminta informasi dan klarifikasi terkait pembakaran reyog di KJRI Davao, Philipina. KJRI Davao sendiri menyebut reyog yang dibakar itu sudah rusak dan dimakan rayap.18 orang perwakilan KRP berkumpul di depan kantor Kementerian Luar Negeri (Kemlu), Jl Pejambon, Jakarta Pusat, Senin (2/10/2015). Mereka membawa 2 dadak merak, barong, dan gayor bergambar ular naga, spanduk bertuliskan """"Tindak Tegas Pembakaran Reyog di KJRI Davao Philipina"""" dan surat terbuka untuk Menteri Luar Negeri Retno LP Marsudi.Kedatangan mereka terkait adanya pembakaran reog yang terjadi di KJRI Davao pada 20 Oktober lalu. Mereka juga menempel gambar yang memperlihatkan pembakaran reyog tersebut.""""Kedatangan kami untuk meminta secara resmi Kementerian Luar Negeri yang menjadi """"atasan"""" KJRI Davao – Philipina untuk menyampaikan informasi dan klarifikasi secara jujur dan transparan terhadap pembakaran property Reyog Ponorogo, """" kata Ketua KRP, Suyatno kepada suarajakarta.co, Senin (2/11).Suyatno antara lain didampingi oleh Wakil Ketua KRP Suparno Nojeng, Sekretaris KRP M Syaiful Jihad, Bendahara KRP Agus Susanto, pimpinan grup reyog Singo Wiro Yudho, Eko Prasetyo dan seniman reyog yang pernah tampil di Davao Philipina pada tahun 2005, Suyono Gendon.Setelah menunggu beberapa lama, 6 orang perwakilan KRP diterima Siti Sofia Sudarma, Direktur Informasi dan Media Kementerian Luar Negeri pukul 10.20 WIB. Selama 30 menit mereka melakukan pertemuan dan hasilnya pihak Kemlu berjanji akan mencari informasi terkait peristiwa tersebut dengan membentuk tim ke KJRI Davao dalam waktu dekat.""""Tim tersebut akan mengklarifikasi lebih lanjut kejadian tersebut dan hasilnya nanti akan kami sampaikan kepada KRP,"""" ucap Sofia.Penjelasan KJRI DavaoSedangkan dalam siaran pers KJRI Davao yang dilansir di situsnya, dijelaskan bahwa pada tanggal 20 Oktober 2015 KJRI Davao City terpaksa melakukan pemusnahan reog Ponorogo yang telah menjadi aset KJRI Davao City sejak tahun 1988. Pemusnahan dengan cara dibakar tersebut terpaksa dilakukan karena reog Ponorogo sudah dalam kondisi rusak dan dimakan rayap.""""Pembakaran tersebut sama sekali bukan merupakan upaya KJRI Davao City untuk merusak ataupun menghilangkan reog Ponorogo sebagai aset budaya. Pemusnahan aset tersebut telah dilakukan secara hati-hati dan penuh rasa penghormatan terhadap reog Ponorogo sebagai aset budaya. KJRI Davao City juga ingin menegaskan bahwa pembakaran tersebut sama sekali tidak ada kaitannya dengan upaya-upaya untuk pengusiran berhala atau mahluk halus,"""" tulisnya.""""KJRI Davao City saat ini tengah berkomunikasi dengan pihak-pihak di Indonesia untuk mengupayakan mencari reog Ponorogo pengganti yang baru,"""" sambungnya.""",Hoax
1504,"""TERSINGGUNG atas pembakaran properti pada tanggal 20 Oktober 2015 lalu, membuat ribuan seniman Reog Ponorogo menggelar unjuk rasa, Selasa (10/11/2015).Teks Foto: Seniman Reog unjuk rasa (ist)Teks Foto: Seniman Reog unjuk rasa (ist)Para seniman tersebut melakukan aksi dengan berorasi, membentangkan spanduk bertuliskan sejumlah tuntutan, serta tidak ketinggalan mementaskan reog di sekitar Alun-alun Ponorogo.Setelah melakukan serangkaian kegiatan dalam aksi protes pembakaran properti di KJRI Davao, perwakilan massa aksi lantas diperkenankan untuk mengikuti audensi di Gedung DPRD Kabupaten Ponorogo Lantai II yang berada di Jl. Alun-alun Timur, Ponorogo, Jawa Timur.Perwakilan massa aksi diterima unsur Pimpinan DPRD Ponorogo beserta Pj Bupati Ponorogo Maskur.Para pengunjuk rasa tidak saja dari Ponorogo saja, melainkan juga dari kota-kota sekitar, bahkan ada yang datang langsung dari Jakarta bergabung dalam aksi ini. Tak hanya itu puluhan group reog juga turut dalam aksi tersebut.Tes foto: Seniman Reog Ponorogo unjuk rasa (ist)Tes foto: Seniman Reog Ponorogo unjuk rasa (ist)""""Kami tidak terima dengan pembakaran reyog yang terjadi di KJRI Davao beberapa waktu yang lalu,"""" kata Grendo, salah satu seniman Reyog yang tergabung dalam Komunitas Pandemen Reog Ponorogo.Grendo yang berasal dari Mlarak ini melanjutkan, agar pelaku segera meminta maaf kepada rakyat Ponorogo. """"Tuntutan kami yaitu mereka segera meminta maaf kepada warga Ponorogo sebagai pemilik kesenian reyog ini,"""" katanya.Sementara itu seksi Tehnis pementasan Komunitas Reog Ponorogo (KRP) Suyono, yang datang langsung dari Jakarta mengatakan, pelaku harus diusut dan ditindak sesuai hukum yang ada. """"Kami menuntut pertanggungjawaban itu, dan motif pembakaran itu seperti apa!"""" tegasnya usai audensi dengan DPRD Ponorogo dan Pj Bupati Maskur di Gedung DPRD. Setelah mendengar adanya pembakaran reog tersebut, Suyono bersama beberapa anggota KRP langsung mendatangi Kemenlu, yang kemudian setelah diskusi iapun meminta kepada pihak kementrian untuk membuatkan surat yang isinya pihak Kemenlu akan melakukan klarifikasi dan membentuk tim investigasi. Surat tersebut oleh Suyono langsung diantar ke Ponorogo untuk diserahkan kepada Pj Bupati Ponorogo Maskur. Suyono mengaku, bahwa dirinya bersama teman-temanya yang membawa seperangkat property reog ke Davao sekitar tahun 2005. Ia menyangkal jika dibakarnya reog disana tersebut karena kondisi yang sudah rusak. Kalau bambu dari sini ini tidak mungkin mas dimakan rayap, wong disimpan rapi didalam kaca kok, katanya dengan nada kesal""",Hoax
1505,"Davao - Philipina tepatnya di Konsulat Jenderal RI di Davao sejumlah oknum membakar Reog Ponorogo beserta peralatannya. Pembakaran ini terjadi pada hari selasa lalu [20/10] sebagaimana dilaporkan oleh bitungnews.com Alasan mereka membakar Reog dan Gamelannya ini karena dianggap ada setan di dalamnya dan dianggap sebagai berhala. Sayangnya Acting KJRI Loegeng Priyohanisetyo, tak menghalangi aksi pembakaran tersebut. Saat pembakaran Reog yang merupakan salah satu inventaris museum budaya KJRI, tak seorangpun dari staff KJRI yang mengetahuinya. Akibat kejadian ini, pelaku di hujani hinaan dan hujatan oleh warga Indonesia di davao, namun para pelaku merasa tetap tidak bersalah karena menurut mereka apa yang mereka kerjakan adalah benar dimata Tuhan. ungkap bitungnews.com Sampai saat ini belum ada klarifikasi khusus dari KJRI Davao Philipina. Warga Indonesia yang ada di Davao meminta KJRI untuk menarik oknum-oknum yang terlibat pembakaran ini.",Hoax
1506,"""Kalau Malaysia ingin menguasai Reog Ponorogo, namun di Davao Filipina justru berbeda. Barongan dan dadak merak yang merupakan bagian perangkat Reog Ponorogo dibakar oleh sejumlah staf KJRI di Davao, Filipina Selatan, Selasa (20/10/2015).Seperti dilansir situs bitungnews.com menjelaskan aksi pembakaran itu justru dilakukan oleh sejumlah sfaf KJRI sendiri. Perangkat lain yang dibakar adalah hiasan bergambar naga pada tiang penyangga gong (alat musik) untuk mengiringi Reog Ponorogo.Dikatakan, alasan pembakaran Barongan Reog Ponorogo, dan hiasan naga pada gamelan, itu karena ada setan dan merupakan berhala. Sayangnya Acting KJRI Loegeng Priyohanisetyo, tak menghalangi aksi pembakaran tersebut.Justru Acting KJRI Davao memanggil satpam yang bernama Santander untuk menyirami gas di atas reog dan 2 ular naga gamelan. Bahkan satpam yang diperintahkan itu begitu heran dan terkejut.""""Hadluk kaayu ko, sayang kaayu ang dragon gwapo kaayu unya sunugon, kasayang sa reog pero gisugo man ko (saya ketakutan sekali sayang sekali ularnaga itu bagus sekali terus mau dibakar, reognya sayang sekali tapi bagaimana lagi saya disuruh),"""" kata Santander.""""Barong Reog dan hiasan naga gamelan yang dibakar, merupakan inventaris museum budaya KJRI. Namun tidak satupun staf KJRI lain yang tahu, saat terjadinya aksi pembakaran itu,"""" kata sumber bitungnews.com.Namun, setelah kejadian ini, para pelaku dihujat oleh sebagian besar WNI yang berada di Davao, namun para pelaku merasa tetap tidak bersalah karena menurut mereka apa yang mereka kerjakan adalah benar dimata Tuhan.Warga Negara Indonesia yang berada di Davao, menyatakan Acting KJRI Davao dinyatakan persona non grata, dan meminta pemerintah RI untuk menarik oknum-oknum yang terlibat aksi pembakaran budaya warisan bangsa.Bitungnews.com mencoba hubungi Pelayanan Media dan Informasi, Kementerian Luar Negeri di 021 3813453, namun hingga berita ini diturunkan tidak diangkat. Dan pesan elektronik ke infomed@kemlu.go.id mendapat jawaban.Stupid actionTindakan pembakaran Barong Reog Ponorogo dan Hiasan Naga Gamelan, di Konsulat Jenderal Republik Indonesia (KJRI) Davao, Philipina, mendapat kecaman Pengamat Politik International Universitas Sam Ratulangi, Manado, Dr. Michael Mamentu.""""Salah satu tugas diplomat adalah memperkenalkan budaya bangsa di negara lain, hal ini merupakan preseden buruk bagi dunia diplomasi kita, bahkan dapat saya katakan sebagai ‘ stupid action’ bagi KJRI Davao,"""" kata Michael Mamentu, kepada bitungnews.com.Menurut Dr. Michael Mamentu, seharusnya Acting Consulat lebih dapat bersikap bijaksana dalam menangani masalah tersebut, karena anggapan sebagai berhala atau ada setan di hiasan budaya bangsa, tidak harus membakar atau memusnahkan barang-barang tersebut sebagai solusi. Ini sebuah ironi, negara lain mengklaim warisan budaya kita, sedangkan di KJRI Davao justru membakarnya, seharusnya Acting KJRI mengirim pulang peralatan tadi, untuk diganti dengan peraga budaya lain karena Indonesia kaya dengan budaya adiluhung tambah Mamentu. Kementerian Luar Negeri harus menyelidiki kasus pembakaran aset di KJRI, dan yang terlibat dalam aksi tersebut sebaiknya dipulangkan untuk diganti dengan diplomat yang lebih bijaksana, pungkasnya.""",Hoax
1507,"Barong Reog Ponorogo dan Hisan Naga pada gamelan dibakar di Konsulat Jenderal RI di Davao, Filipina. Kejadian pembakaran dikabarkan terjadi pada 20 Oktober lalu. Info tersebut beredar di kalangan wartawan Kementerian Luar Negeri (Kemenlu). Kemlu sudah hubungi KJRI Davao dan sedang ditangani sesuai prosedur, kata staf Humas Kemenlu Opi Sudarma kepada wartawan saat ditanya kebenaran berita tersebut, Jumat (30/10). Kabar ini sangat mengejutkan mengingat benda tersebut merupakan budaya Indonesia. Bahkan, negara tetangga, Malaysia, mengklaimnya sebagai budaya mereka. Dikabarkan, alasan pembakaran terkait berhala dan setan. Belum jelas apakah pelaku merupakan Warga Nasional Indonesia (WNI) atau warga Filipina.",Hoax
1508,"""Barong Reog Ponorogo dan Hisan Naga pada gamelan dibakar di Konsulat Jenderal RI di Davao, Filipina. Kejadian pembakaran dikabarkan terjadi pada 20 Oktober lalu.Info tersebut beredar di kalangan wartawan Kementerian Luar Negeri (Kemlu). """"Kemlu sudah hubungi KJRI Davao dan sedang ditangani sesuai prosedur,"""" kata staf Humas Kemlu, Opi Sudarma kepada wartawan saat ditanya kebenaran berita tersebut, Jumat (30/10).Kabar ini sangat mengejutkan mengingat benda tersebut merupakan budaya Indonesia. Bahkan negara tetangga, Malaysia mengklaimnya sebagai budaya mereka.Dikabarkan, alasan pembakaran dikarenakan terkait berhala dan setan. Belum jelas apakah pelaku merupakan Warga Nasional Indonesia (WNI) atau warga Filipina.""",Hoax
1509,"""Ponorogo – Protes keras atas pembakaran properti reyog di KJRI Davao, Philipina terus bergulir diberbagai daerah, Kali ini ribuan warga dari berbagai elemet masyarakat turun ke jalan.Ribuan warga Ponorogo tersebut menggelar aksi di awali dari aloon-aloon, kemudian berlanjut di depan kantor Pemkab, dan berakhir di gedung DPRD Ponorogo.Selain berorasi secara bergantian mengutuk keras pembakaran peralatan dan perlengkapan kesenian tradisional khas Kabupaten Ponorogo tersebut, para pengunjuk rasa yang terdiri dari gabungan pecinta kesenian reog, pelajar dan toko masyarakat tersebut juga menggelar berbagai atraksi kesenian reyog, untuk menepis anggapan jika reog merupakan berhala seperti yang dituduhkan."""" kita berunjuk rasa ini sebagai bentuk protes keras terhadap KJRI Davao Philipina, yang telah membakar properti kesenian reyog, kita menuntut agar para oknum yang melakukan pembakaran di copot dari jabatannya"""" ujar Eko Budi Setyawan, salah satu seniman reyog Ponorogo.Perwakilan dari pendemo kemudian melakukan audensi di lantai 2 gedung DPRD yang berada di jalan Aloon-Aloon Timur. Mereka diterima unsur pimpinan Dewan dan Pj Bupati Ponorogo Maskur.Dari pertemuan tersebut disepakati para wakil rakyat dan pihak pemerintah kabupaten ponorogo sepakat melakukan protes keras terhadap properti reyog yang dibakar di KJRI Davao Philipina.""""sebagai wakil rakyat kita ikut prihatin atas pembakaran properti reyog, dan berharap kejadian serupa tidak terulang kembali, kesenian reyog merupakan kesenian tradisional khas kabupaten kita, sehingga kita harus menjaga dan melestarikannya"""" Tegas Ketua DPRD Ali Mufthi.""",Hoax
